0.926517571885  0.415282392027
0.91054313099  1.4950166113
0.91054313099  3.073089701
0.846645367412  4.56810631229
0.91054313099  6.14617940199
1.05431309904  7.39202657807
1.1821086262  8.55481727575
1.40575079872  9.46843853821
1.7571884984  10.7973421927
2.20447284345  11.7109634551
2.84345047923  12.707641196
3.54632587859  13.9534883721
4.21725239617  15.6976744186
4.64856230032  16.6112956811
5  17.6910299003
5.35143769968  18.7707641196
5.81469648562  20.3488372093
6.00638977636  21.7607973422
6.43769968051  23.0897009967
6.78913738019  24.0033222591
7.02875399361  24.9169435216
7.47603833866  26.6611295681
7.79552715655  28.1561461794
8.11501597444  29.5681063123
8.25878594249  30.6478405316
8.69009584665  31.8936877076
8.8178913738  32.8903654485
8.94568690096  34.1362126246
9.20127795527  35.8803986711
9.39297124601  37.1262458472
9.37699680511  39.1196013289
9.39297124601  41.0299003322
