0.993292124	0.0
0.993297829644  0.564971751412
0.99322800778  2.82485875706
0.99340464944  5.36723163842
1.08486925381  7.62711864407
1.51955790189  9.88700564972
2.00981754191  11.2994350282
2.71865641691  12.7118644068
3.53709363712  13.8418079096
4.13664289463  15.2542372881
4.6815473434  16.6666666667
5.17180698342  18.0790960452
5.60711308697  19.7740112994
6.09737272699  21.186440678
6.53329628601  22.3163841808
6.80497669106  23.7288135593
7.18563798586  25.4237288136
7.67528017042  27.4011299435
8.11027754623  29.3785310734
8.49093884104  31.0734463277
8.87160013584  32.7683615819
9.14204562996  35.3107344633
9.46744466055  37.5706214689
9.51961964743  39.8305084746
9.5183847365  40.9604519774
