0.8928		0.0
0.8939339441  0.496688741722
0.892876034107  1.32450331126
0.890760214121  2.98013245033
0.825169794554  4.30463576159
0.886951738146  5.96026490066
1.0450034911  7.28476821192
1.20347840806  8.27814569536
1.42585108859  9.27152317881
1.74364725049  10.5960264901
2.18966210355  11.5894039735
2.82715866534  12.7483443709
3.5605018725  13.9072847682
4.16541480651  15.5629139073
4.64337854135  16.5562913907
4.99354674904  17.5496688742
5.34371495673  18.5430463576
5.7569346  20.1986754967
5.97888411654  21.5231788079
6.4244758056  22.8476821192
6.7426951315  23.8410596026
6.96506781203  24.8344370861
7.41023633709  26.4900662252
7.79171868057  27.9801324503
8.0454054969  29.4701986755
8.20388041385  30.4635761589
8.61752322112  31.7880794702
8.77599813808  32.7814569536
8.90188942725  34.2715231788
9.12362736178  35.761589404
9.34536529632  37.2516556291
9.31130059455  38.9072847682
9.30897319256  40.7284768212
